Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
"Đường Tư Đình, Phường Long Biên, Long Biên, Hà Nội",45.0,,,,,4.0,4.0,,Have certificate,,6.7
"Đường Giang Văn Minh, Phường Kim Mã, Ba Đình, Hà Nội",30.0,,,,,5.0,3.0,4.0,Have certificate,Full,5.98
"Phường Thạch Bàn, Long Biên, Hà Nội",30.0,,2.0,,,5.0,3.0,4.0,Have certificate,Basic,4.33
"Đường Kim Giang, Phường Kim Giang, Thanh Xuân, Hà Nội",40.0,,,,,6.0,5.0,7.0,Have certificate,Full,6.5
"Đường Trịnh Đình Cửu, Phường Định Công, Hoàng Mai, Hà Nội",30.0,,,,,4.0,5.0,5.0,Have certificate,Full,6.2
"Đường Đặng Văn Ngữ, Phường Nam Đồng, Đống Đa, Hà Nội",40.0,,,,,5.0,5.0,5.0,Have certificate,,4.95
"Đường Đặng Tiến Đông, Phường Quang Trung, Đống Đa, Hà Nội",63.0,,,,,5.0,6.0,7.0,Have certificate,Full,8.5
"Đường Hoàng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",40.0,,,,,4.0,5.0,5.0,Have certificate,Basic,6.0
"Đường Trương Định, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",50.0,,,,,4.0,5.0,5.0,Have certificate,Basic,7.65
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",50.0,4.5,,,,5.0,5.0,5.0,,Full,6.01
"Phường La Khê, Hà Đông, Hà Nội",34.0,,,,,3.0,4.0,,Have certificate,,7.6
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",20.0,,,,,4.0,2.0,3.0,Have certificate,Full,2.85
"Phố Khâm Thiên, Phường Khâm Thiên, Đống Đa, Hà Nội",16.0,3.6,,,,4.0,3.0,3.0,Sale contract,,2.45
"Đường Phúc Diễn, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",35.0,,,,,5.0,4.0,4.0,Have certificate,,5.2
"Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",42.0,,,,,5.0,8.0,,Have certificate,Full,6.6
"Đường Trần Quang Diệu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",40.0,,2.0,,,6.0,3.0,5.0,Have certificate,Full,7.65
"Thôn Đồng Nhân, Xã Hải Bối, Đông Anh, Hà Nội",100.0,,,,,3.0,4.0,,,,7.5
"Đường Hoàng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",41.0,3.5,,,,5.0,5.0,5.0,Have certificate,Full,5.7
"Ngõ 105, Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",40.0,4.5,2.0,,,5.0,6.0,5.0,Have certificate,,7.5
"Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",35.0,6.0,,Tây - Nam,,5.0,3.0,4.0,Have certificate,Full,5.0
"Đường Nguyễn Chính, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",40.0,,,,,6.0,3.0,5.0,Have certificate,Full,10.3
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",53.0,,,Bắc,,7.0,,,Have certificate,,7.6
"Đường Thịnh Quang, Phường Thịnh Quang, Đống Đa, Hà Nội",32.0,3.3,,,,5.0,3.0,,Have certificate,,6.3
"Ngõ 5, Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",38.0,,2.5,,,5.0,6.0,4.0,Have certificate,Full,6.6
"Đường Dốc Thọ Lão, Phường Đồng Nhân, Hai Bà Trưng, Hà Nội",43.0,,,,,,4.0,4.0,Have certificate,,8.5
"Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",35.0,,,,,5.0,3.0,4.0,Have certificate,,8.2
"Phố Đồng Nhân , Phường Đồng Nhân, Hai Bà Trưng, Hà Nội",25.0,,,,,4.0,3.0,3.0,Have certificate,Full,4.8
"Ngõ Chùa Liên Phái, Phố Bạch Mai, Phường Cầu Dền, Hai Bà Trưng, Hà Nội",40.0,,,,,4.0,3.0,4.0,Have certificate,Basic,6.75
"Phố 8/3, Phường Quỳnh Lôi, Hai Bà Trưng, Hà Nội",20.0,4.0,2.5,,,2.0,1.0,1.0,Sale contract,Full,1.85
"Phường Khâm Thiên, Đống Đa, Hà Nội",70.0,,,,,5.0,6.0,3.0,,,8.7
"Đường Trần Khát Chân, Phường Minh Khai, Hai Bà Trưng, Hà Nội",35.0,3.8,2.0,Đông - Nam,Đông - Nam,5.0,4.0,3.0,Have certificate,Full,4.5
"Đường Trần Khát Chân, Phường Bùi Thị Xuân, Hai Bà Trưng, Hà Nội",33.0,3.6,3.0,,,5.0,3.0,4.0,Have certificate,Full,4.6
"Đường Trương Định, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",22.0,,,,,2.0,2.0,,Have certificate,,2.88
"Đường Huỳnh Cung, Xã Tam Hiệp, Thanh Trì, Hà Nội",40.0,,,,,4.0,4.0,3.0,Have certificate,,3.56
"Đường La Dương, Phường Dương Nội, Hà Đông, Hà Nội",34.0,4.0,3.0,Nam,Nam,5.0,3.0,3.0,Have certificate,Full,4.75
"Xã Bích Hòa, Thanh Oai, Hà Nội",36.6,4.0,2.0,Đông,Đông,4.0,3.0,2.0,Have certificate,Basic,3.05
"Ngõ 67, Phố Thái Thịnh, Phường Trung Liệt, Đống Đa, Hà Nội",50.0,4.0,3.0,,,5.0,4.0,4.0,Have certificate,,6.2
"Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội",45.0,,3.5,,,6.0,4.0,5.0,Have certificate,Full,9.8
"Đường Cầu Giấy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",45.0,,,,,4.0,4.0,4.0,Have certificate,Full,6.0
"Đường Giáp Bát, Phường Giáp Bát, Hoàng Mai, Hà Nội",50.0,4.0,,,,5.0,,,,,6.9
"Đường Tư Đình, Phường Long Biên, Long Biên, Hà Nội",40.0,4.5,3.0,,,5.0,3.0,4.0,Have certificate,Full,5.5
"Phường Bạch Mai, Hai Bà Trưng, Hà Nội",37.0,,,,,4.0,4.0,3.0,Have certificate,,5.2
"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",33.0,3.5,,,,,,,Have certificate,,5.88
"Đường 1A, Thị trấn Văn Điển, Thanh Trì, Hà Nội",45.0,,,,,,4.0,,Have certificate,,6.0
"Đường Quang Lai, Thị trấn Văn Điển, Thanh Trì, Hà Nội",33.0,,,,,,,,,,7.4
"Đường Ngọc Hồi, Thị trấn Văn Điển, Thanh Trì, Hà Nội",65.0,,,,,4.0,4.0,,Have certificate,,7.9
"Phố Linh Lang, Phường Liễu Giai, Ba Đình, Hà Nội",45.0,3.8,3.0,,,5.0,5.0,4.0,Have certificate,,5.8
"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",45.0,,,,,4.0,2.0,3.0,Have certificate,,5.68
"Ngõ 32, Đường Đỗ Đức Dục, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",50.0,,,,,3.0,3.0,2.0,Have certificate,Full,7.0
"Phường Lĩnh Nam, Hoàng Mai, Hà Nội",68.0,6.8,5.0,,,3.0,4.0,2.0,Have certificate,,8.5
"Đường Mai Động, Phường Mai Động, Hoàng Mai, Hà Nội",50.0,4.5,3.0,Nam,Nam,5.0,6.0,4.0,Have certificate,,6.48
"Đường Nguyễn Thời Trung, Phường Thạch Bàn, Long Biên, Hà Nội",35.0,,21.0,,,,,,,,7.75
"Đường Nam Dư, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",30.0,4.0,2.0,Nam,Nam,4.0,3.0,4.0,Have certificate,Full,4.14
"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",33.0,3.4,2.0,Đông,Đông,4.0,3.0,3.0,Have certificate,Full,5.35
"Phố Nguyễn Ngọc Vũ, Phường Trung Hòa, Cầu Giấy, Hà Nội",35.0,4.3,,,,5.0,4.0,4.0,Have certificate,Full,6.9
"Đường Nguyễn Văn Huyên, Phường Quan Hoa, Cầu Giấy, Hà Nội",43.0,,,,,5.0,4.0,,Have certificate,,6.35
"Phường Quan Hoa, Cầu Giấy, Hà Nội",37.0,,,,,5.0,,,Have certificate,,6.1
"Phố Sài Đồng, Phường Sài Đồng, Long Biên, Hà Nội",50.0,5.0,9.0,,,4.0,4.0,3.0,Have certificate,Full,7.95
"Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội",41.0,,,,,5.0,4.0,,Have certificate,,5.9
"Đường Nguyễn Lam, Phường Phúc Đồng, Long Biên, Hà Nội",40.0,,,,,3.0,3.0,3.0,,Full,4.2
"Đường Bế Văn Đàn, Phường Quang Trung, Hà Đông, Hà Nội",40.0,,,,,3.0,,,Have certificate,,8.7
"Đường Đình Thôn, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",50.0,,,,,5.0,5.0,4.0,Have certificate,Full,7.9
"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội",35.0,,,,,5.0,3.0,4.0,,,5.0
"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội",45.0,,,,,5.0,4.0,4.0,,Basic,5.5
"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội",67.0,4.3,,,,4.0,3.0,3.0,,Full,7.3
"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội",30.0,,,,,4.0,3.0,3.0,Have certificate,,3.85
"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",68.0,,,,,6.0,4.0,5.0,,,7.6
"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",33.0,,,,,5.0,3.0,4.0,,,5.5
"Đường Quốc lộ 70, Phường Tây Tựu, Bắc Từ Liêm, Hà Nội",31.0,,,,,5.0,3.0,4.0,Have certificate,Full,3.5
"Đường Giáp Nhị, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",45.0,,,,,3.0,1.0,2.0,Have certificate,,6.95
"Đường Đại Mỗ, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",32.0,,,,,5.0,4.0,4.0,Have certificate,Full,5.0
"Đường Tư Đình, Phường Long Biên, Long Biên, Hà Nội",48.0,,,,,4.0,4.0,3.0,Have certificate,,6.8
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",32.0,2.0,3.0,Đông - Bắc,Đông - Bắc,4.0,3.0,3.0,Have certificate,,4.58
"Đường Tây Tựu, Phường Tây Tựu, Bắc Từ Liêm, Hà Nội",36.0,,,,,4.0,4.0,4.0,Have certificate,,3.8
"Phố Doãn Kế Thiện, Phường Mai Dịch, Cầu Giấy, Hà Nội",41.0,,,,,5.0,8.0,5.0,Have certificate,,8.1
"Đường Huy Du, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",36.0,,,,,7.0,5.0,7.0,Have certificate,Full,9.0
"Đường Cầu Đơ, Phường Hà Cầu, Hà Đông, Hà Nội",35.0,,,,,4.0,,,Have certificate,,7.25
"Đường Lĩnh Nam, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",40.0,,,,,5.0,3.0,4.0,Have certificate,Basic,6.2
"Dự án HUD Me Linh Central, Xã Thanh Lâm, Mê Linh, Hà Nội",118.5,5.5,16.5,,,,,,,,7.35
"Ngõ 164, Đường Vương Thừa Vũ, Phường Khương Mai, Thanh Xuân, Hà Nội",53.0,,,,,4.0,4.0,,Have certificate,Full,8.9
"Đường Khương Trung, Phường Khương Trung, Thanh Xuân, Hà Nội",42.0,,,,,4.0,4.0,3.0,Have certificate,Full,6.5
"Đường Tô Vĩnh Diện, Phường Khương Mai, Thanh Xuân, Hà Nội",43.0,,,,,4.0,4.0,3.0,Have certificate,Full,7.4
"đường Quỳnh Đô, Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội",40.3,3.6,3.0,Đông - Nam,Đông - Nam,5.0,6.0,3.0,Have certificate,Full,4.6
"Đường Phú Viên, Phường Bồ Đề, Long Biên, Hà Nội",55.0,4.0,,,,5.0,3.0,2.0,Have certificate,Basic,8.6
"Phố Chùa Bộc, Phường Khương Thượng, Đống Đa, Hà Nội",75.0,,,,,3.0,,,,,8.82
"Tổ 1, Đường Cao Lỗ, Thị trấn Đông Anh, Đông Anh, Hà Nội",57.0,,,Đông,Đông,4.0,,,Have certificate,,7.2
"Phố Vĩnh Ninh, Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội",45.0,,,,,3.0,,,Have certificate,,3.55
"Việt Yên, Ngũ Hiệp, Xã Ngũ Hiệp, Thanh Trì, Hà Nội",70.0,,,,,4.0,4.0,3.0,Have certificate,,4.85
"Đường Yên Hòa, Phường Yên Hòa, Cầu Giấy, Hà Nội",45.0,5.0,3.0,,,5.0,3.0,4.0,Have certificate,,8.5
"Đường La Nội, Phường Dương Nội, Hà Đông, Hà Nội",56.0,4.0,6.0,Đông - Bắc,Đông - Bắc,3.0,4.0,4.0,Have certificate,,6.7
"Đường Nguyễn Lương Bằng, Phường Nam Đồng, Đống Đa, Hà Nội",38.0,4.6,,,,4.0,3.0,3.0,Have certificate,Full,6.1
"Ngõ 93, Đường Chu Huy Mân, Phường Phúc Đồng, Long Biên, Hà Nội",33.0,3.9,,,,5.0,3.0,5.0,Have certificate,,4.5
"Đường Nguyễn Văn Linh, Phường Phúc Đồng, Long Biên, Hà Nội",37.0,5.0,5.0,,,6.0,4.0,5.0,Have certificate,Full,6.45
"Đường Trần Đăng Ninh, Phường Quang Trung, Hà Đông, Hà Nội",48.0,4.0,18.0,,,7.0,4.0,7.0,Have certificate,Full,9.2
"Đường Đại Cát, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội",32.0,4.0,2.5,,,4.0,3.0,3.0,Have certificate,Full,3.6
"Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",38.0,,,,,4.0,,,Have certificate,,6.3
"Đường Vương Thừa Vũ, Phường Khương Mai, Thanh Xuân, Hà Nội",48.0,,,,,4.0,4.0,,Have certificate,Full,8.5
"Đường Trần Quốc Vượng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",30.0,5.0,4.0,Đông - Nam,Đông - Bắc,5.0,6.0,4.0,Have certificate,Full,7.0
"Đường Tô Vĩnh Diện, Phường Khương Mai, Thanh Xuân, Hà Nội",40.0,,,,,5.0,3.0,4.0,Have certificate,Full,7.2
"Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội",40.0,,,,,5.0,4.0,3.0,Have certificate,Full,7.0
"Xã Uy Nỗ, Đông Anh, Hà Nội",65.0,4.0,5.0,Đông - Nam,Nam,3.0,3.0,2.0,Have certificate,,5.0
"Đường Yên Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",45.0,5.4,4.0,,,,4.0,4.0,Have certificate,Full,7.15
"Đường Khương Trung, Phường Khương Trung, Thanh Xuân, Hà Nội",40.0,,,,,4.0,4.0,,Have certificate,Full,6.5
"Đường Nguyễn Ngọc Nại, Phường Khương Mai, Thanh Xuân, Hà Nội",37.0,4.0,,,,5.0,3.0,,Have certificate,Full,6.8
"Phố Giảng Võ, Phường Láng Hạ, Đống Đa, Hà Nội",30.0,,,,,,,,Have certificate,Full,5.8
"Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội",52.0,,,,,5.0,3.0,,,,8.3
"Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",30.0,3.5,,,,5.0,,,Have certificate,Full,5.5
"Đường Nguyễn An Ninh, Phường Tương Mai, Hoàng Mai, Hà Nội",50.0,45.0,,Đông - Nam,,5.0,6.0,4.0,Have certificate,Full,7.5
"Đường Khương Trung, Phường Khương Trung, Thanh Xuân, Hà Nội",37.0,,,,,4.0,4.0,,Have certificate,,6.4
"4 ngõ Góc Đề, Phường Minh Khai, Hai Bà Trưng, Hà Nội",36.0,4.5,2.5,Tây - Bắc,,5.0,4.0,4.0,Have certificate,Full,6.9
"Đường Yên Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",45.0,5.4,5.0,,,5.0,4.0,5.0,Have certificate,Full,7.1
"Đường Hoàng Mai, Phường Giáp Bát, Hoàng Mai, Hà Nội",36.0,4.62,2.2,,,5.0,4.0,4.0,Have certificate,,5.0
"25, Đường Hoàng Mai, Phường Mai Động, Hoàng Mai, Hà Nội",50.0,4.0,4.5,Bắc,,4.0,4.0,4.0,Have certificate,Full,8.9
"38, Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",60.0,5.0,3.0,,,3.0,3.0,2.0,Have certificate,Full,6.6
"Đường Vĩnh Hưng, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",50.0,,,,,5.0,6.0,5.0,Have certificate,Full,5.8
"Phố Cầu Cốc, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",34.0,,,,,5.0,4.0,4.0,Have certificate,Basic,5.5
"Đường Hoàng Hoa Thám, Phường Thụy Khuê, Tây Hồ, Hà Nội",40.0,,,,,,,,Have certificate,Full,6.8
"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",50.0,,,,,4.0,4.0,3.0,Have certificate,Full,7.65
"Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội",45.0,,,,,5.0,4.0,,Have certificate,Full,6.8
"Đường Mai Động, Phường Mai Động, Hoàng Mai, Hà Nội",48.0,,,,,5.0,6.0,5.0,Have certificate,Full,5.9
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",41.0,,,,,5.0,4.0,,Have certificate,Full,6.4
"Đường 21B, Phường Phú Lãm, Hà Đông, Hà Nội",37.0,3.5,3.0,Đông - Nam,Đông - Nam,4.0,4.0,3.0,Have certificate,Full,3.7
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội.",57.0,,,,,4.0,7.0,4.0,Have certificate,Full,8.2
"Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",52.0,3.5,3.0,,,5.0,6.0,6.0,Have certificate,Basic,7.5
"Đường Dịch Vọng, Phường Dịch Vọng, Cầu Giấy, Hà Nội",46.0,,,,,5.0,,,Have certificate,,7.8
"Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội",55.0,4.0,,,,4.0,,,Have certificate,,7.65
"Đường 21B, Phường Phú Lương, Hà Đông, Hà Nội",32.0,3.5,2.0,Đông - Nam,Đông - Nam,5.0,3.0,3.0,Have certificate,Full,3.29
"Phường Minh Khai, Hai Bà Trưng, Hà Nội",38.0,,,,,5.0,5.0,5.0,Have certificate,,8.6
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",50.0,,,,,4.0,4.0,,Have certificate,,5.98
"Phố Xã Đàn, Phường Trung Tự, Đống Đa, Hà Nội",39.0,3.4,,,,4.0,4.0,,Have certificate,,7.8
"Đường Núi Trúc, Phường Giảng Võ, Ba Đình, Hà Nội",30.0,,,,,5.0,4.0,3.0,Have certificate,,7.98
"Đường Bằng B, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",34.0,3.4,4.0,,,4.0,4.0,3.0,Have certificate,,5.7
"Phường Yên Nghĩa, Hà Đông, Hà Nội",48.0,,,,,5.0,4.0,4.0,Have certificate,Full,7.2
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",42.0,,,,,,,,Have certificate,,7.85
"Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",40.0,5.0,3.0,,,5.0,3.0,4.0,Have certificate,Basic,7.0
"Đường Đức Diễn, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội",32.0,,,,,5.0,6.0,5.0,Have certificate,,4.95
"Đường Đại Mỗ, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",52.0,,,,,4.0,,,Have certificate,Basic,5.8
"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",32.0,,,,,5.0,3.0,4.0,Have certificate,,4.5
"Xã Phụng Châu, Chương Mỹ, Hà Nội",32.0,,,,,3.0,3.0,2.0,Have certificate,Basic,1.9
"Ngõ Quỳnh, Phố Quỳnh Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",34.0,,,,,5.0,4.0,3.0,Have certificate,Full,5.95
"Dự án Mỹ Đình II, Đường Trần Hữu Dực, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",67.0,,,,,,1.0,1.0,Have certificate,Full,4.4
"Ngõ 1, Đường Bùi Xương Trạch, Phường Khương Trung, Thanh Xuân, Hà Nội",40.0,4.0,3.0,Nam,Nam,5.0,9.0,9.0,Have certificate,Full,7.5
"Đường Nguyên Khiết, Phường Phúc Tân, Hoàn Kiếm, Hà Nội",19.0,3.1,2.0,,,5.0,3.0,4.0,Have certificate,Full,3.75
"Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",26.0,3.3,2.0,,,4.0,2.0,4.0,,Full,1.5
"Đường 32, Xã Đức Thượng, Hoài Đức, Hà Nội.",42.47,,,,,5.0,4.0,2.0,Have certificate,,5.8
"Đường Đông Dư, Xã Đông Dư, Gia Lâm, Hà Nội",52.0,6.0,4.0,,,1.0,,,,,3.95
"Đường Thụy Phương, Phường Thụy Phương, Bắc Từ Liêm, Hà Nội",40.0,5.0,,,,4.0,3.0,3.0,Have certificate,Basic,5.6
"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",45.0,3.0,,,,4.0,4.0,3.0,Have certificate,Full,5.5
"Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",36.0,4.0,3.0,,,6.0,3.0,4.0,Have certificate,Basic,5.5
"Đường Tam Trinh, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",43.0,5.2,,,,4.0,4.0,,Have certificate,,5.45
"Đường Trương Định, Phường Định Công, Hoàng Mai, Hà Nội",39.0,3.6,3.0,,,4.0,2.0,2.0,Have certificate,Basic,5.3
"Phường Láng Hạ, Đống Đa, Hà Nội",30.0,,,,,4.0,3.0,3.0,Have certificate,Basic,6.9
"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",48.0,3.4,2.5,,,5.0,3.0,3.0,Have certificate,Basic,5.45
"Đường Đội Cấn, Phường Ngọc Hà, Ba Đình, Hà Nội",37.0,,,,,5.0,3.0,,,Full,6.2
"Phường Ngọc Lâm, Quận Long Biên, Hà Nội",40.0,,,,,6.0,3.0,5.0,Have certificate,Full,8.9
"Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",30.0,4.4,,,,5.0,3.0,3.0,Have certificate,Full,4.55
"Phường Đồng Mai, Hà Đông, Hà Nội",33.0,,,,,3.0,3.0,2.0,Have certificate,Basic,1.7
"Đường Hoa Thám, Xã La Phù, Hoài Đức, Hà Nội",30.0,,,,,5.0,3.0,4.0,Have certificate,Full,3.25
"Đường Đội Cấn, Phường Ngọc Hà, Ba Đình, Hà Nội",47.0,,,,,5.0,6.0,,,Full,7.2
"Ngõ Hoà Bình 7, Phường Minh Khai, Hai Bà Trưng, Hà Nội",32.0,4.0,3.0,,,5.0,3.0,4.0,Have certificate,Full,5.8
"Đường Lê Quang Đạo, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",31.0,,,,,4.0,4.0,2.0,Have certificate,Full,4.95
"Phố Hạ Đình, Phường Hạ Đình, Thanh Xuân, Hà Nội",25.0,,,,,4.0,3.0,3.0,Have certificate,Full,3.35
"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",46.0,3.0,,,,4.0,4.0,4.0,Have certificate,Full,4.3
"Xã Đức Thượng, Hoài Đức, Hà Nội",50.0,4.0,3.5,,,4.0,3.0,3.0,Have certificate,Full,3.6
"Đường Lương Ngọc Quyến, Phường Hàng Bài, Hoàn Kiếm, Hà Nội",16.0,4.0,1.0,Tây - Nam,,5.0,3.0,4.0,Have certificate,Full,5.7
"Đường Phố Lụa, Phường Vạn Phúc, Hà Đông, Hà Nội",35.0,,,,,5.0,3.0,4.0,Have certificate,Full,6.0
"Đường Bạch Đằng, Phường Chương Dương, Hoàn Kiếm, Hà Nội",27.0,5.3,4.0,,,3.0,3.0,3.0,Have certificate,,5.2
"Ngõ 2, Đường Quang Trung, Phường Hà Cầu, Hà Đông, Hà Nội",50.0,4.0,4.0,,,5.0,4.0,4.0,Have certificate,Full,8.5
"Đường Phạm Khắc Quảng, Phường Giang Biên, Long Biên, Hà Nội",43.0,3.8,10.0,,,4.0,3.0,3.0,Have certificate,Basic,8.3
"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",31.0,,,,,5.0,3.0,,Have certificate,,3.9
"Phố Lê Thanh Nghị, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội",60.0,7.3,,,,5.0,,,Have certificate,,9.3
"Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",30.0,4.0,2.5,,,3.0,2.0,2.0,Have certificate,,3.25
"Đường Phố Trạm, Phường Long Biên, Long Biên, Hà Nội",38.7,,,,,4.0,4.0,2.0,Have certificate,,6.15
"Đường Xuân Đỗ, Phường Cự Khối, Long Biên, Hà Nội",55.0,,,,,4.0,4.0,,Have certificate,Full,5.65
"Đường Nguyễn Văn Linh, Phường Thạch Bàn, Long Biên, Hà Nội",58.0,,,,,1.0,,,,,4.1
"Đường Phú Đô, Phường Phú Đô, Nam Từ Liêm, Hà Nội.",30.0,,,,,4.0,4.0,3.0,Have certificate,Full,5.2
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",33.0,5.0,6.0,Tây - Nam,Tây - Nam,5.0,4.0,3.0,Have certificate,Basic,6.8
"Đường Hoàng Văn Thái, Phường Khương Mai, Thanh Xuân, Hà Nội",37.0,5.0,,,,4.0,3.0,4.0,Have certificate,Full,9.8
"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",37.0,4.6,,,,5.0,3.0,4.0,Have certificate,Full,4.95
"Đường Nguyễn Lương Bằng, Phường Nam Đồng, Đống Đa, Hà Nội",37.0,,,,,5.0,3.0,,Have certificate,Full,6.9
"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",45.0,4.5,,,,5.0,7.0,7.0,Have certificate,Full,7.5
"Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",28.0,,,,,4.0,,,Have certificate,Full,10.0
"Ngõ 250, Đường Phan Trọng Tuệ, Xã Tam Hiệp, Thanh Trì, Hà Nội",30.0,,,,,6.0,6.0,5.0,Have certificate,Full,4.2
"Đường Quốc lộ 21B, Xã Cao Viên, Thanh Oai, Hà Nội.",38.0,,,,,3.0,3.0,3.0,Have certificate,Basic,1.69
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",38.0,4.0,35.0,Đông,Đông,5.0,3.0,4.0,Have certificate,Full,4.5
"Đường Bế Văn Đàn, Phường Quang Trung, Hà Đông, Hà Nội",50.0,3.5,10.0,Tây - Bắc,Tây - Bắc,4.0,3.0,3.0,,,7.5
"Đường Khương Trung mới, Phường Khương Trung, Thanh Xuân, Hà Nội",43.0,,,,,5.0,5.0,3.0,Have certificate,Full,8.5
"Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",37.0,6.0,3.0,,,4.0,3.0,3.0,Have certificate,,6.9
